cluster	entrezgene_id	external_gene_name	Number of datasets	max(|logFC|)	logFC	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
cluster_1						GO_Biological_Process_2021__lung development (GO:0030324)	0.4437780399501685	1.1586567946322848	0.25063291139240507	0.6192600971920352	1.0	2/5	4.63%	CHI3L1;FOXJ1
cluster_1						GO_Biological_Process_2021__tachykinin receptor signaling pathway (GO:0007217)	-0.8602693602693602	-1.157492726320131	0.2559055118110236	0.9079990196325789	1.0	1/1	14.13%	TAC1
cluster_1						GO_Biological_Process_2021__organophosphate biosynthetic process (GO:0090407)	0.5311973018549748	1.1572020217033372	0.27764127764127766	0.6223770139881937	1.0	3/3	47.01%	MBOAT1;IP6K3;ITPKA
cluster_1						GO_Biological_Process_2021__negative regulation of mitochondrion organization (GO:0010823)	0.650379106992418	1.1563857661014498	0.27232142857142855	0.6232072696126123	1.0	2/2	35.07%	HGF;OPA1
cluster_1						GO_Biological_Process_2021__negative regulation of release of cytochrome c from mitochondria (GO:0090201)	0.650379106992418	1.1563857661014498	0.27232142857142855	0.6232072696126123	1.0	2/2	35.07%	HGF;OPA1
cluster_1						GO_Biological_Process_2021__negative regulation of developmental growth (GO:0048640)	-0.5046413502109705	-1.156341527171447	0.2667814113597246	0.9104854210407073	1.0	4/4	49.79%	MAP2;FGF13;KIAA0319;RNF6
cluster_1						GO_Biological_Process_2021__macromolecule catabolic process (GO:0009057)	0.649536647009267	1.1560966424262007	0.2740899357601713	0.6233952237751026	1.0	2/2	35.16%	CAPN3;SNX25
cluster_1						GO_Biological_Process_2021__regulation of peptidyl-threonine phosphorylation (GO:0010799)	0.5455380156063785	1.154782694048533	0.26635514018691586	0.6263516833424062	1.0	2/3	16.23%	CHI3L1;STOX1
cluster_1						GO_Biological_Process_2021__response to organophosphorus (GO:0046683)	0.6680707666385846	1.154444713516602	0.2974137931034483	0.6258291105978633	1.0	2/2	33.31%	ABCC9;VGF
cluster_1						GO_Biological_Process_2021__response to purine-containing compound (GO:0014074)	0.6680707666385846	1.154444713516602	0.2974137931034483	0.6258291105978633	1.0	2/2	33.31%	ABCC9;VGF
cluster_1						GO_Biological_Process_2021__positive regulation of amyloid-beta formation (GO:1902004)	-0.5621754987850819	-1.1539140487042412	0.2870036101083033	0.9184086972788621	1.0	2/3	23.13%	EPHA4;SLC2A13
cluster_1						GO_Biological_Process_2021__protein targeting to lysosome (GO:0006622)	0.6470092670598148	1.1537680829401207	0.28361344537815125	0.6271086848033195	1.0	2/2	35.41%	LAMP2;GCC2
cluster_1						GO_Biological_Process_2021__synapse organization (GO:0050808)	-0.25009494766255136	-1.1531330860740914	0.2980132450331126	0.9197563826967265	1.0	14/26	38.18%	SNCB;L1CAM;UNC13A;CBLN2;PAK3;CACNB3;SLITRK3;LRFN5;SNCG;PPFIA3;SLC8A2;CACNB4;SNCA;CX3CL1
cluster_1						GO_Biological_Process_2021__striated muscle contraction (GO:0006941)	-0.5067077418135812	-1.1529774679355	0.2840531561461794	0.9182254698593941	1.0	2/4	15.05%	SCN3B;SCN2B
cluster_1						GO_Biological_Process_2021__glutamine family amino acid catabolic process (GO:0009065)	-0.559469282036485	-1.152651125950987	0.2708333333333333	0.917538681656885	1.0	2/3	19.76%	GLS2;GAD1
cluster_1						GO_Biological_Process_2021__positive regulation of actin cytoskeleton reorganization (GO:2000251)	0.8712121212121212	1.15236321399853	0.2757201646090535	0.6290514883184216	1.0	1/1	12.95%	HCLS1
cluster_1						GO_Biological_Process_2021__positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	0.8712121212121212	1.15236321399853	0.2757201646090535	0.6290514883184216	1.0	1/1	12.95%	HCLS1
cluster_1						GO_Biological_Process_2021__negative regulation of leukocyte apoptotic process (GO:2000107)	0.8712121212121212	1.15236321399853	0.2757201646090535	0.6290514883184216	1.0	1/1	12.95%	HCLS1
cluster_1						GO_Biological_Process_2021__membrane lipid catabolic process (GO:0046466)	0.8577441077441077	1.152334519917451	0.25486381322957197	0.6265190496103483	1.0	1/1	14.30%	ENPP2
cluster_1						GO_Biological_Process_2021__positive regulation of lamellipodium organization (GO:1902745)	0.8577441077441077	1.152334519917451	0.25486381322957197	0.6265190496103483	1.0	1/1	14.30%	ENPP2
cluster_1						GO_Biological_Process_2021__positive regulation of lamellipodium morphogenesis (GO:2000394)	0.8577441077441077	1.152334519917451	0.25486381322957197	0.6265190496103483	1.0	1/1	14.30%	ENPP2
cluster_1						GO_Biological_Process_2021__phosphatidylcholine catabolic process (GO:0034638)	0.8577441077441077	1.152334519917451	0.25486381322957197	0.6265190496103483	1.0	1/1	14.30%	ENPP2
cluster_1						GO_Biological_Process_2021__hematopoietic stem cell proliferation (GO:0071425)	0.5379426644182126	1.151789066449966	0.2847222222222222	0.6273426384354135	1.0	3/3	46.34%	SFRP2;YJEFN3;WNT10B
cluster_1						GO_Biological_Process_2021__phosphatidylserine acyl-chain remodeling (GO:0036150)	0.4894514767932488	1.151266976843887	0.2905759162303665	0.6281449236469422	1.0	4/4	51.22%	MBOAT1;PLA1A;PLAAT3;LPCAT4
cluster_1						GO_Biological_Process_2021__negative regulation of translation (GO:0017148)	-0.6618884915488426	-1.1504472133846655	0.27808471454880296	0.9241003945650501	1.0	1/2	3.87%	ENC1
cluster_1						GO_Biological_Process_2021__cellular response to arsenic-containing substance (GO:0071243)	0.8602693602693603	1.1502984581720461	0.2714570858283433	0.6301387585730454	1.0	1/1	14.05%	MKNK2
cluster_1						GO_Biological_Process_2021__positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)	-0.8569023569023568	-1.1498942757371442	0.28252032520325204	0.9241154654681122	1.0	1/1	14.47%	AGAP2
cluster_1						GO_Biological_Process_2021__glucocorticoid metabolic process (GO:0008211)	-0.8585858585858586	-1.1498532479693877	0.25697211155378485	0.9222492469947506	1.0	1/1	14.30%	YWHAH
cluster_1						GO_Biological_Process_2021__apoptotic mitochondrial changes (GO:0008637)	-0.6654298536813945	-1.1485330799870686	0.2603978300180832	0.9252420329125836	1.0	1/2	2.19%	CAMK2A
cluster_1						GO_Biological_Process_2021__regulation of neuron migration (GO:2001222)	-0.46537162162162166	-1.147868865364064	0.32367972742759793	0.925888735264298	1.0	5/5	53.74%	CAMK2A;CAMK2B;CX3CL1;NEXMIF;SEMA3A
cluster_1						GO_Biological_Process_2021__positive regulation of cellular extravasation (GO:0002693)	-0.6747686346936775	-1.1476612997973525	0.2614601018675722	0.924738333193854	1.0	1/2	3.11%	THY1
cluster_1						GO_Biological_Process_2021__protein localization to lysosome (GO:0061462)	0.6470092670598145	1.1468657502734585	0.29385964912280704	0.6383584001036903	1.0	2/2	35.41%	SH3BP4;GCC2
cluster_1						GO_Biological_Process_2021__cholesterol transport (GO:0030301)	0.4738672214735652	1.1453952391215074	0.31155778894472363	0.6418863637930478	1.0	3/4	20.35%	APOC1;LDLRAP1;NPC2
cluster_1						GO_Biological_Process_2021__negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)	-0.45432982716542936	-1.1444554960564686	0.3047001620745543	0.9356666031906522	1.0	2/5	9.76%	MRAP2;MET
cluster_1						GO_Biological_Process_2021__regulation of cell adhesion molecule production (GO:0060353)	0.8653198653198653	1.144376615445632	0.2773279352226721	0.6435830489974581	1.0	1/1	13.54%	COLEC12
cluster_1						GO_Biological_Process_2021__toll-like receptor 3 signaling pathway (GO:0034138)	0.8653198653198653	1.144376615445632	0.2773279352226721	0.6435830489974581	1.0	1/1	13.54%	COLEC12
cluster_1						GO_Biological_Process_2021__negative regulation of cation transmembrane transport (GO:1904063)	0.6562763268744736	1.1435271599036083	0.3056179775280899	0.645131766339455	1.0	2/2	34.48%	HAMP;NEDD4L
cluster_1						GO_Biological_Process_2021__positive regulation of CREB transcription factor activity (GO:0032793)	-0.6529064869418703	-1.1423544886531776	0.27992633517495397	0.9423546720243723	1.0	2/2	34.90%	ADCY1;EPHA5
cluster_1						GO_Biological_Process_2021__positive regulation of dendrite morphogenesis (GO:0050775)	-0.8552188552188552	-1.1418874495797569	0.2628458498023715	0.940253605968908	1.0	1/1	14.63%	CAMK2B
cluster_1						GO_Biological_Process_2021__positive regulation of dendritic spine morphogenesis (GO:0061003)	-0.8552188552188552	-1.1418874495797569	0.2628458498023715	0.940253605968908	1.0	1/1	14.63%	CAMK2B
cluster_1						GO_Biological_Process_2021__negative regulation of vascular endothelial cell proliferation (GO:1905563)	0.6381561016166192	1.1415716690898494	0.2611764705882353	0.6490555331460807	1.0	1/2	1.77%	CCL2
cluster_1						GO_Biological_Process_2021__regulation of vascular endothelial cell proliferation (GO:1905562)	0.6381561016166192	1.1415716690898494	0.2611764705882353	0.6490555331460807	1.0	1/2	1.77%	CCL2
cluster_1						GO_Biological_Process_2021__microtubule bundle formation (GO:0001578)	0.6529064869418704	1.1412091308255528	0.2922077922077922	0.6493326980568013	1.0	2/2	34.82%	FOXJ1;RP1
cluster_1						GO_Biological_Process_2021__mononuclear cell differentiation (GO:1903131)	0.4648983009891432	1.1405230582266284	0.30632911392405066	0.6506653763743279	1.0	3/4	19.43%	MT1G;TREM2;IFI16
cluster_1						GO_Biological_Process_2021__negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	0.6495366470092672	1.1404945369310393	0.2796208530805687	0.6501043957059389	1.0	2/2	35.16%	FKBP1A;SNX25
cluster_1						GO_Biological_Process_2021__negative regulation of metabolic process (GO:0009892)	0.41722972972972977	1.1404486837771255	0.27204030226700254	0.6496054815922918	1.0	5/5	58.45%	APOC1;TLR4;WNT10B;PLCL2;CCDC3
cluster_1						GO_Biological_Process_2021__response to interleukin-6 (GO:0070741)	0.5418525957920546	1.14023777378714	0.2757847533632287	0.6494091860887575	1.0	1/3	0.17%	CHI3L1
cluster_1						GO_Biological_Process_2021__hemostasis (GO:0007599)	0.6427969671440605	1.1390757694749256	0.31910112359550563	0.6517108649531719	1.0	2/2	35.83%	VWF;GPI
cluster_1						GO_Biological_Process_2021__cytoskeleton organization (GO:0007010)	-0.3080957823498199	-1.1388942089457965	0.29831932773109243	0.9505060510687499	1.0	5/14	16.40%	THY1;PACSIN1;DMTN;MICAL2;PCLO
cluster_1						GO_Biological_Process_2021__regulation of protein modification process (GO:0031399)	0.5522765598650927	1.1387980089002534	0.3031026252983294	0.6517586308994892	1.0	3/3	44.91%	HSPB1;KAT2B;PPP2CA
cluster_1						GO_Biological_Process_2021__muscle contraction (GO:0006936)	0.39047092001600986	1.13871648106766	0.2809278350515464	0.6513262700708479	1.0	4/6	26.66%	CRYAB;MYOT;DTNA;OXTR
cluster_1						GO_Biological_Process_2021__actin filament polymerization (GO:0030041)	0.8518518518518519	1.1384136025390936	0.2896825396825397	0.6514597625346895	1.0	1/1	14.89%	FAM107A
cluster_1						GO_Biological_Process_2021__regulation of phosphatidylinositol biosynthetic process (GO:0010511)	-0.861111111111111	-1.138217982096208	0.27236580516898606	0.9490714328821238	1.0	1/1	14.05%	HTR2A
cluster_1						GO_Biological_Process_2021__positive regulation of phospholipid biosynthetic process (GO:0071073)	-0.861111111111111	-1.138217982096208	0.27236580516898606	0.9490714328821238	1.0	1/1	14.05%	HTR2A
cluster_1						GO_Biological_Process_2021__peptide metabolic process (GO:0006518)	-0.5565306413548119	-1.1376504186763092	0.2792321116928447	0.9490917212704341	1.0	2/3	17.75%	PCSK1;TRHDE
cluster_1						GO_Biological_Process_2021__regulation of transcription by RNA polymerase II (GO:0006357)	0.12919017847319927	1.1370606851519536	0.24603174603174602	0.6545211029409044	1.0	33/73	30.11%	RGCC;SEBOX;NLRC5;FOXJ1;AEBP1;CCN1;WWTR1;CBFB;TLR2;EMX2;IRF1;HCLS1;NKX2-2;ID3;SFRP2;HGF;ST18;HAMP;IFI16;SALL1;DDX58;FGF1;SOX8;KAT2B;NACC2;TLR4;DLL1;ADIRF;GREM1;NFKBIA;SOX9;MYO6;CEBPD
cluster_1						GO_Biological_Process_2021__positive regulation of supramolecular fiber organization (GO:1902905)	-0.41986487080180157	-1.1370256386884348	0.3193548387096774	0.9497694998558271	1.0	2/6	9.76%	STMN2;MET
cluster_1						GO_Biological_Process_2021__regulation of low-density lipoprotein particle clearance (GO:0010988)	0.5387858347386172	1.1337809666059844	0.2828507795100223	0.6630265039948893	1.0	3/3	46.26%	TREM2;LDLRAP1;HNRNPK
cluster_1						GO_Biological_Process_2021__ubiquitin-dependent ERAD pathway (GO:0030433)	0.4265202702702703	1.1335890558421304	0.2904040404040404	0.6621779377528184	1.0	5/5	57.53%	SEL1L2;MAN1A1;PSMC6;RNF175;HSP90B1
cluster_1						GO_Biological_Process_2021__ERAD pathway (GO:0036503)	0.4265202702702703	1.1335890558421304	0.2904040404040404	0.6621779377528184	1.0	5/5	57.53%	SEL1L2;MAN1A1;PSMC6;RNF175;HSP90B1
cluster_1						GO_Biological_Process_2021__regulation of cellular macromolecule biosynthetic process (GO:2000112)	0.22693484299544148	1.1333607771567136	0.2765151515151515	0.66205589118493	1.0	18/19	67.28%	EFEMP1;WWTR1;HCLS1;TRIM22;BNC2;ARNTL2;POU6F2;MEF2C;CHD3;DDX25;PPP2CA;NLK;RNF6;PAK6;RORB;ESRRG;ARNT2;RBM3
cluster_1						GO_Biological_Process_2021__response to granulocyte macrophage colony-stimulating factor (GO:0097012)	-0.8459595959595959	-1.1332654626467744	0.2975708502024291	0.960749844913706	1.0	1/1	15.56%	PDE1B
cluster_1						GO_Biological_Process_2021__cellular response to granulocyte macrophage colony-stimulating factor stimulus (GO:0097011)	-0.8459595959595959	-1.1332654626467744	0.2975708502024291	0.960749844913706	1.0	1/1	15.56%	PDE1B
cluster_1						GO_Biological_Process_2021__negative regulation of protein tyrosine kinase activity (GO:0061099)	-0.6536128899676963	-1.1329339397616456	0.2849364791288566	0.96012508149957	1.0	1/2	3.11%	THY1
cluster_1						GO_Biological_Process_2021__intra-Golgi vesicle-mediated transport (GO:0006891)	-0.5527942087731499	-1.1327427475253904	0.2826086956521739	0.9586928414571325	1.0	2/3	22.12%	NSF;RAB6B
cluster_1						GO_Biological_Process_2021__cellular response to insulin stimulus (GO:0032869)	-0.3874731345323864	-1.1321378226393515	0.31375579598145287	0.9590509138146461	1.0	5/7	40.45%	RAB15;ATP6V1G2;ATP6V1B2;ATP6V1A;GOT1
cluster_1						GO_Biological_Process_2021__hepatocyte growth factor receptor signaling pathway (GO:0048012)	0.8442760942760943	1.1311004827343358	0.27865612648221344	0.6661027448656083	1.0	1/1	15.64%	HGF
cluster_1						GO_Biological_Process_2021__cellular response to hepatocyte growth factor stimulus (GO:0035729)	0.8442760942760943	1.1311004827343358	0.27865612648221344	0.6661027448656083	1.0	1/1	15.64%	HGF
cluster_1						GO_Biological_Process_2021__response to hepatocyte growth factor (GO:0035728)	0.8442760942760943	1.1311004827343358	0.27865612648221344	0.6661027448656083	1.0	1/1	15.64%	HGF
cluster_1						GO_Biological_Process_2021__positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)	0.8383838383838382	1.1304849179593968	0.3107569721115538	0.6649243023821484	1.0	1/1	16.23%	STOX1
cluster_1						GO_Biological_Process_2021__regulation of response to stress (GO:0080134)	0.8383838383838382	1.1304849179593968	0.3107569721115538	0.6649243023821484	1.0	1/1	16.23%	STOX1
cluster_1						GO_Biological_Process_2021__regulation of DNA metabolic process (GO:0051052)	0.8383838383838382	1.1304849179593968	0.3107569721115538	0.6649243023821484	1.0	1/1	16.23%	STOX1
cluster_1						GO_Biological_Process_2021__positive regulation of cell cycle G2/M phase transition (GO:1902751)	0.8383838383838382	1.1304849179593968	0.3107569721115538	0.6649243023821484	1.0	1/1	16.23%	STOX1
cluster_1						GO_Biological_Process_2021__regulation of neuron differentiation (GO:0045664)	-0.3397978392078108	-1.1303627087455306	0.31044776119402984	0.9644955113415951	1.0	10/11	59.38%	CNTN4;YWHAH;PCP4;NREP;MMD;BRINP2;BRINP3;BDNF;YWHAG;MEF2C
cluster_1						GO_Biological_Process_2021__interleukin-1-mediated signaling pathway (GO:0070498)	0.3166574255548132	1.1294067280466265	0.282798833819242	0.6671946646788681	1.0	7/9	43.40%	PSMB9;PSMB8;ST18;NFKBIA;IL1R1;PSMD1;PSMC6
cluster_1						GO_Biological_Process_2021__xenobiotic transport (GO:0042908)	0.8560606060606061	1.1289845112861452	0.30857142857142855	0.663904264844145	1.0	1/1	14.47%	GJA1
cluster_1						GO_Biological_Process_2021__establishment of spindle orientation (GO:0051294)	0.8560606060606061	1.1289845112861452	0.30857142857142855	0.663904264844145	1.0	1/1	14.47%	GJA1
cluster_1						GO_Biological_Process_2021__gap junction assembly (GO:0016264)	0.8560606060606061	1.1289845112861452	0.30857142857142855	0.663904264844145	1.0	1/1	14.47%	GJA1
cluster_1						GO_Biological_Process_2021__negative regulation of hormone secretion (GO:0046888)	0.8560606060606061	1.1289845112861452	0.30857142857142855	0.663904264844145	1.0	1/1	14.47%	GJA1
cluster_1						GO_Biological_Process_2021__negative regulation of gonadotropin secretion (GO:0032277)	0.8560606060606061	1.1289845112861452	0.30857142857142855	0.663904264844145	1.0	1/1	14.47%	GJA1
cluster_1						GO_Biological_Process_2021__establishment of mitotic spindle localization (GO:0040001)	0.8560606060606061	1.1289845112861452	0.30857142857142855	0.663904264844145	1.0	1/1	14.47%	GJA1
cluster_1						GO_Biological_Process_2021__establishment of mitotic spindle orientation (GO:0000132)	0.8560606060606061	1.1289845112861452	0.30857142857142855	0.663904264844145	1.0	1/1	14.47%	GJA1
cluster_1						GO_Biological_Process_2021__cation transmembrane transport (GO:0098655)	0.3791189983134309	1.1287307389065495	0.29178470254957506	0.6640294258053969	1.0	5/6	41.80%	SLC7A2;SLC6A9;ABCC9;ABCC8;ATP1B1
cluster_1						GO_Biological_Process_2021__mesenchyme development (GO:0060485)	0.8535353535353536	1.1285733888304434	0.29354207436399216	0.6624454617112533	1.0	1/1	14.72%	SFRP2
cluster_1						GO_Biological_Process_2021__branching involved in blood vessel morphogenesis (GO:0001569)	0.8535353535353536	1.1285733888304434	0.29354207436399216	0.6624454617112533	1.0	1/1	14.72%	SFRP2
cluster_1						GO_Biological_Process_2021__somite development (GO:0061053)	0.8535353535353536	1.1285733888304434	0.29354207436399216	0.6624454617112533	1.0	1/1	14.72%	SFRP2
cluster_1						GO_Biological_Process_2021__cellular response to virus (GO:0098586)	0.646166807076664	1.1283109248461611	0.2920168067226891	0.6624492201811096	1.0	2/2	35.49%	DDX58;TOMM70
